CaseID,Title,DateOpened,Status,AssignedDetectiveID,CrimeType,Location
C2971,Them me couple each,2024-06-29,Open,D1080,Robbery,"New Collinville, LA"
C2972,Nature Democrat case,2023-02-08,Open,D1083,Narcotics,"Yorkshire, IN"
C2973,Rest all officer,2023-01-09,Open,D1142,Fraud,"Alexisberg, OK"
C2974,Civil range ask,2025-04-12,Closed,D1078,Fraud,"Steventown, RI"
C2975,Protect hold type might,2023-07-24,Open,D1057,Homicide,"Michaelside, SC"
C2976,Old just note,2024-01-03,Closed,D1029,Robbery,"Simmonschester, NM"
C2977,Agent nice,2024-07-18,Closed,D1074,Fraud,"North Annabury, MN"
C2978,Image mother,2022-10-03,Closed,D1074,Homicide,"Port James, CO"
C2979,Bank deal,2025-02-20,Closed,D1069,Homicide,"Colemanland, OR"
C2980,Economy race,2023-11-29,Open,D1152,Homicide,"South Thomas, KY"
C2981,Scene on,2024-08-28,Closed,D1012,Robbery,"Mcneilhaven, NH"
C2982,Feel step region,2023-05-12,Open,D1014,Cyber Crime,"West Crystal, WY"
C2983,Travel friend theory in,2022-08-24,Closed,D1186,Homicide,"Port Thomasville, NM"
C2984,Once father,2023-05-15,Open,D1020,Robbery,"Abigailshire, IA"
C2985,Tree this great,2023-01-07,Open,D1160,Cyber Crime,"South Kathryn, NJ"
C2986,Federal with,2023-06-26,Closed,D1154,Fraud,"North Jessicastad, NM"
C2987,Growth,2023-07-05,Closed,D1006,Fraud,"Ramseychester, ME"
C2988,World decide,2024-02-26,Closed,D1186,Narcotics,"Brandtbury, OK"
C2989,Option result,2023-06-27,Closed,D1156,Homicide,"North Teresa, AR"
C2990,Soon choose treatment,2022-09-15,Open,D1091,Cyber Crime,"West Alishaberg, MT"
C2991,Late mean political,2024-06-27,Closed,D1043,Narcotics,"Nelsontown, MD"
C2992,Fill wrong final,2024-09-07,Open,D1101,Homicide,"Williamsville, HI"
C2993,Animal wife,2024-10-11,Open,D1068,Fraud,"Ashleyton, PA"
C2994,Leader rise per husband,2022-08-18,Open,D1076,Robbery,"South Chelsea, NC"
C2995,Throughout discussion face,2024-02-21,Open,D1184,Narcotics,"South Jesus, VT"
C2996,Tell tax scientist,2023-07-05,Closed,D1063,Homicide,"Smithshire, ID"
C2997,Yard too general,2023-05-17,Open,D1156,Robbery,"Port Zachary, OR"
C2998,Nor,2023-08-24,Closed,D1152,Robbery,"Lake Jamesberg, AL"
C2999,Least leave professional,2023-04-13,Open,D1156,Cyber Crime,"Lake Kathy, GA"
