EvidenceID,CaseID,Type,Description,CollectedBy,DateCollected
E3630,C1508,Witness Statement,Base positive stage,D1040,2023-06-13
E3631,C2325,Witness Statement,Type rest heart first,D1038,2024-06-18
E3632,C2761,Witness Statement,Line when indeed detail,D1056,2023-01-14
E3633,C2616,Witness Statement,Open policy between huge,D1057,2023-04-22
E3634,C1697,Witness Statement,Allow factor professor win involve loss,D1112,2023-11-01
E3635,C2647,DNA,Prepare off in shoulder course ready type,D1103,2024-03-28
E3636,C2490,Document,Debate nor game experience level provide,D1004,2023-10-09
E3637,C1869,Weapon,Education born course those however,D1065,2022-08-06
E3638,C2751,Fingerprints,Grow watch chance,D1191,2024-01-06
E3639,C2217,Fingerprints,Particular central friend guess,D1036,2022-09-10
E3640,C1008,CCTV,Trouble it a player result,D1093,2023-12-10
E3641,C1810,Weapon,Know enjoy center,D1107,2024-03-05
E3642,C1811,Document,Chance national visit threat just,D1184,2022-08-18
E3643,C1383,CCTV,Bit once too,D1103,2024-04-04
E3644,C2933,Witness Statement,Play term professor tough know,D1044,2024-06-01
E3645,C1893,CCTV,Upon she thus,D1186,2022-11-20
E3646,C2530,CCTV,Employee campaign painting,D1123,2025-02-07
E3647,C1492,Witness Statement,System home direction threat training his charge,D1136,2024-08-19
E3648,C1336,CCTV,Vote since executive within,D1172,2023-05-03
E3649,C1054,Document,Might every development,D1039,2024-02-26
E3650,C1517,Weapon,Important child exactly,D1040,2022-12-02
E3651,C1426,DNA,Example increase window instead read,D1051,2025-03-22
E3652,C2058,DNA,Relationship at bad often production detail,D1118,2025-02-09
E3653,C1488,Fingerprints,Large size south his,D1073,2024-08-26
E3654,C2876,Document,Land kid long mouth,D1191,2024-09-16
E3655,C1715,Witness Statement,Garden might happy prevent,D1028,2022-10-10
E3656,C2694,Document,Second cost yet,D1071,2022-12-22
E3657,C1375,DNA,Until cell outside thought political,D1164,2024-12-27
E3658,C2882,Fingerprints,Option himself author any,D1154,2023-06-06
E3659,C1828,CCTV,Next baby finish music deep,D1188,2023-11-11
E3660,C2258,Fingerprints,Goal suggest possible,D1026,2024-09-30
E3661,C2856,DNA,Phone side reach should,D1168,2024-01-03
E3662,C1901,Document,Scientist physical bag pick toward,D1123,2022-04-30
E3663,C1956,CCTV,Learn pretty new easy campaign,D1163,2023-07-21
E3664,C1642,DNA,Various step ok reality music side,D1063,2024-02-28
E3665,C1124,Witness Statement,Community life seven performance,D1034,2024-03-31
E3666,C2995,Fingerprints,Personal couple shoulder,D1180,2025-01-13
E3667,C1741,Witness Statement,Believe focus become,D1043,2022-12-31
E3668,C2972,Witness Statement,Whatever respond year simple war concern,D1010,2022-10-31
E3669,C2817,Document,Hour dark glass,D1029,2025-02-07
E3670,C2234,DNA,Believe myself buy,D1085,2022-06-02
E3671,C1800,Document,Group live address develop wear,D1170,2022-05-18
E3672,C2836,Document,Field pretty suggest check difficult,D1023,2023-05-06
E3673,C2752,Fingerprints,Serious go her,D1092,2024-05-06
E3674,C1502,Fingerprints,Help best left thus less training,D1112,2024-03-01
E3675,C1720,Witness Statement,That town wonder since phone,D1140,2022-12-06
E3676,C2878,Witness Statement,Behavior everyone fact especially picture realize,D1001,2024-04-09
E3677,C2547,Document,Office democratic upon,D1164,2022-08-30
E3678,C1274,Document,Coach education growth arm simply discuss,D1045,2024-03-15
E3679,C1985,DNA,Tell national look last language,D1075,2024-11-06
E3680,C1012,DNA,Right movement argue cultural you add,D1192,2023-09-08
E3681,C1305,Fingerprints,Brother decade bit hotel,D1068,2024-09-27
E3682,C2452,CCTV,Republican art smile pay discuss result,D1164,2024-06-10
E3683,C2842,Witness Statement,Teach lawyer people character,D1147,2024-03-21
E3684,C1523,CCTV,Former significant whose cut at wife,D1072,2023-08-13
E3685,C2240,Witness Statement,Some painting amount value,D1096,2025-04-21
E3686,C1965,DNA,Thus section sea apply picture,D1090,2025-02-18
E3687,C1322,DNA,Level small condition,D1008,2022-07-31
E3688,C2522,Document,Professional sit language ahead,D1050,2023-02-21
E3689,C1028,CCTV,Threat interview financial share,D1066,2024-11-11
E3690,C1919,DNA,Wish commercial likely enjoy,D1043,2023-05-30
E3691,C2590,Document,Article approach sell,D1110,2023-04-05
E3692,C2867,Fingerprints,Nearly themselves avoid take voice responsibility,D1021,2022-09-16
E3693,C1428,Witness Statement,Cell year modern who avoid,D1050,2022-12-13
E3694,C1250,Witness Statement,Bed section hair,D1118,2022-07-07
E3695,C1736,Document,New help such thus unit,D1153,2024-09-24
E3696,C2585,CCTV,Without add cause doctor manage,D1138,2022-10-10
E3697,C1724,Weapon,Democratic employee give,D1020,2023-05-01
E3698,C1457,CCTV,According walk state vote,D1078,2025-03-21
E3699,C2084,Document,Indeed cold it,D1190,2023-07-02
E3700,C2163,CCTV,Customer within art stop ground yeah,D1092,2024-07-12
E3701,C2240,Witness Statement,True bed push method,D1183,2024-02-05
E3702,C1694,CCTV,Senior parent project,D1060,2023-05-26
E3703,C1152,Weapon,President thank expect certainly town,D1153,2023-10-25
E3704,C2344,Fingerprints,Four card agency career,D1008,2025-03-19
E3705,C2386,Fingerprints,Any myself woman prove group,D1185,2023-09-16
E3706,C2275,CCTV,Him weight clearly investment,D1060,2024-12-21
E3707,C1697,CCTV,Left grow on show,D1193,2023-11-15
E3708,C1344,Weapon,Risk election state position compare,D1042,2022-06-12
E3709,C1318,Witness Statement,Once through short,D1190,2022-10-31
E3710,C1594,CCTV,Bag eye reason,D1019,2023-02-14
E3711,C1617,Weapon,Process hand social wall gun series,D1084,2024-07-30
E3712,C1185,Fingerprints,Director alone tend,D1014,2025-04-10
E3713,C1874,Document,Share show play,D1067,2022-11-07
E3714,C2048,Fingerprints,Animal network common beyond federal,D1081,2024-01-21
E3715,C1274,Weapon,Head record very,D1005,2024-06-18
E3716,C2328,Fingerprints,Conference community hotel age do,D1085,2022-07-05
E3717,C2242,DNA,Eye give relate bring form no,D1029,2024-09-12
E3718,C1734,DNA,Spend change talk,D1095,2024-12-10
E3719,C1355,Document,From its its,D1051,2025-02-26
E3720,C2047,Witness Statement,Account summer movie television gun process,D1025,2024-11-16
E3721,C1501,Weapon,Score center hit,D1021,2023-06-03
E3722,C2258,CCTV,Station letter person,D1134,2022-07-24
E3723,C2547,DNA,Happen color energy many,D1001,2024-12-27
E3724,C1587,Weapon,Several law course quickly camera,D1019,2023-07-02
E3725,C1059,Witness Statement,Enjoy window role likely now,D1196,2023-11-03
E3726,C1129,DNA,Rise identify blood born collection population,D1146,2023-12-19
E3727,C1718,CCTV,Happen share PM public put recognize,D1098,2023-04-06
E3728,C1017,DNA,Success likely different sing season seek,D1148,2024-12-26
E3729,C2494,DNA,Mind beyond three you include,D1114,2025-01-09
E3730,C1756,Fingerprints,Remember produce time look animal,D1117,2022-07-25
E3731,C2579,CCTV,House sound wind official year,D1110,2023-01-11
E3732,C1966,Witness Statement,Beyond science head part thing,D1133,2023-07-31
E3733,C2567,DNA,During future station,D1146,2022-12-31
E3734,C1362,DNA,Hot bank traditional little ask,D1101,2023-03-30
E3735,C1589,Fingerprints,Cultural fish down issue deal,D1080,2022-06-12
E3736,C2176,Document,Thing expert candidate,D1000,2024-01-03
E3737,C1637,Weapon,Painting report trial current fact,D1018,2022-10-29
E3738,C2031,Weapon,Also black keep require fly,D1185,2023-01-22
E3739,C2143,DNA,Ask significant understand,D1159,2025-03-01
E3740,C2328,Fingerprints,Model look during,D1015,2024-01-15
E3741,C2548,Fingerprints,Way remain range,D1001,2023-02-26
E3742,C2892,Weapon,Level quality score,D1054,2022-12-08
E3743,C1923,DNA,Trouble prevent quite,D1042,2024-03-09
E3744,C1784,Fingerprints,That sure agency build,D1139,2022-08-08
E3745,C1932,Weapon,Until back chair arm beyond,D1028,2024-12-22
E3746,C2057,Weapon,Approach lay agree against help,D1013,2024-05-31
E3747,C2647,Fingerprints,Analysis back society recognize,D1143,2023-06-23
E3748,C1020,Weapon,Large miss some free,D1098,2024-12-27
E3749,C1460,DNA,Single yet medical important win real,D1067,2024-08-29
E3750,C2674,Document,Somebody prepare bring effect well,D1030,2024-05-03
E3751,C1721,Fingerprints,Within artist pay reason,D1036,2022-11-04
E3752,C1563,Fingerprints,Couple type middle prevent reach,D1181,2024-02-25
E3753,C2693,DNA,Voice technology wife including,D1115,2024-08-30
E3754,C1767,CCTV,Let rest ready,D1164,2023-09-25
E3755,C2134,CCTV,Floor food building subject two,D1114,2024-05-09
E3756,C2319,Document,Trip garden themselves,D1097,2023-01-19
E3757,C1712,Weapon,Year thousand with rather,D1137,2025-01-04
E3758,C1386,Witness Statement,Hotel several east commercial,D1113,2022-08-07
E3759,C1836,Witness Statement,Expect they newspaper,D1088,2022-12-15
E3760,C1572,Weapon,Owner number you run argue,D1094,2025-04-07
E3761,C2818,DNA,Effect your listen,D1141,2023-08-17
E3762,C2885,Weapon,Administration send fight magazine,D1039,2022-08-20
E3763,C1618,CCTV,Force method product,D1197,2022-06-11
E3764,C1761,CCTV,Expect against watch out natural,D1064,2024-03-18
E3765,C1286,Fingerprints,Beautiful institution him pattern staff voice,D1085,2023-02-11
E3766,C2789,Witness Statement,Community attention kind glass,D1192,2023-11-29
E3767,C2602,CCTV,Probably stop young dark expert society,D1190,2024-05-08
E3768,C1580,Witness Statement,Skin body guy,D1103,2023-10-26
E3769,C1480,Witness Statement,Camera safe show us,D1103,2022-11-22
E3770,C1814,Fingerprints,Write top administration make foreign,D1185,2025-04-23
E3771,C1071,DNA,Minute hundred any that,D1103,2022-09-08
E3772,C1604,Weapon,Nothing property else language partner music,D1074,2022-09-05
E3773,C2506,Document,Interesting where on,D1074,2022-05-04
E3774,C1446,CCTV,Where any people,D1087,2022-06-15
E3775,C1514,Document,Beat stay where,D1164,2022-11-06
E3776,C1807,Document,Long month billion get site at,D1106,2022-11-26
E3777,C1598,Weapon,Do discuss network teacher unit position stand,D1132,2024-05-17
E3778,C2352,CCTV,Project dinner material artist,D1192,2024-08-10
E3779,C1906,Weapon,Bad strong win,D1076,2023-08-02
E3780,C2229,DNA,Blue always glass focus hope,D1064,2023-04-18
E3781,C2012,Witness Statement,Find standard TV quickly game,D1023,2024-05-18
E3782,C1954,DNA,So cultural room,D1047,2025-01-14
E3783,C2291,DNA,Give especially seem leader hope,D1159,2022-12-22
E3784,C2076,Weapon,Trial measure why air assume husband,D1111,2025-01-22
E3785,C1329,Weapon,Evening hospital admit step TV,D1110,2023-08-15
E3786,C1826,Weapon,Star begin hundred describe,D1156,2025-01-18
E3787,C1686,DNA,Reflect deal report across reason number,D1174,2022-08-22
E3788,C1048,Witness Statement,Lose medical will once measure where,D1181,2024-08-07
E3789,C2210,Document,Cause least southern even,D1154,2023-07-13
E3790,C1074,Weapon,Learn end product sell,D1068,2023-10-21
E3791,C2701,Document,Plant cover room these lay try,D1078,2025-04-20
E3792,C2563,Document,Start apply level stand,D1160,2025-03-21
E3793,C1530,Weapon,Thing list around wife continue relationship,D1127,2024-04-20
E3794,C1034,DNA,Sense black include,D1009,2023-09-13
E3795,C2189,Fingerprints,Election environment do first,D1173,2022-04-28
E3796,C1599,Witness Statement,Page evening stuff,D1049,2024-05-15
E3797,C2790,Witness Statement,Whole old region,D1173,2025-01-06
E3798,C1936,DNA,Magazine number consumer dog two follow,D1102,2025-02-03
E3799,C2893,Fingerprints,Design especially compare,D1064,2022-12-19
E3800,C2766,CCTV,Floor allow must,D1129,2022-11-23
E3801,C1584,DNA,Hot trip dream,D1097,2023-04-19
E3802,C1698,DNA,Book look tough whole site he,D1163,2024-12-13
E3803,C2444,Document,Society same put and section run,D1140,2024-11-10
E3804,C2880,CCTV,Million that computer way rich,D1142,2024-09-28
E3805,C2874,Document,Article make successful recently health,D1023,2025-03-16
E3806,C2807,Weapon,Natural image put,D1084,2022-11-24
E3807,C1877,Witness Statement,Another decide response purpose several usually,D1053,2023-08-06
E3808,C1409,Document,Blue sound health do,D1048,2022-05-21
E3809,C1700,Weapon,Current physical others seem show,D1132,2022-11-19
E3810,C1746,Document,Mind middle bad join,D1050,2023-06-26
E3811,C2944,Fingerprints,Business home order position article night,D1103,2022-08-21
E3812,C1989,Document,Central itself win,D1055,2022-09-28
E3813,C2822,Witness Statement,Time see serve best,D1134,2022-07-11
E3814,C2860,Document,Thing character list a,D1176,2024-06-18
E3815,C1864,CCTV,Support majority treat glass enter I,D1142,2023-02-14
E3816,C1423,Weapon,Against buy try city light who,D1009,2024-09-28
E3817,C1142,CCTV,Result do son admit end,D1097,2023-06-11
E3818,C2749,Fingerprints,Ever ability economic onto prove,D1114,2024-04-11
E3819,C2671,Weapon,Card political institution information guess,D1177,2023-04-26
E3820,C1325,CCTV,Rate mean return page beautiful,D1048,2023-02-24
E3821,C1161,DNA,Box world laugh hope meeting,D1137,2023-08-30
E3822,C1988,CCTV,Professor make lead,D1117,2025-03-24
E3823,C2643,DNA,Them prevent reflect important,D1103,2023-01-20
E3824,C1017,Fingerprints,Radio task bar moment watch fly,D1140,2023-12-06
E3825,C2586,DNA,Year today him,D1033,2024-01-09
E3826,C2090,Fingerprints,Impact military be,D1069,2023-10-30
E3827,C2880,DNA,Begin watch yard wrong mention such,D1147,2024-10-23
E3828,C2452,Witness Statement,Already condition country its of radio,D1141,2024-11-14
E3829,C2762,DNA,Meet meeting send price provide,D1125,2022-09-14
E3830,C1202,Weapon,Series site look firm,D1195,2022-07-28
E3831,C1585,Weapon,Property another enter before,D1181,2024-05-08
E3832,C1868,Weapon,Store shake religious war development,D1126,2025-02-15
E3833,C2874,Weapon,See nor black huge leave,D1058,2025-03-29
E3834,C1672,CCTV,Better pick skin view,D1101,2025-03-28
E3835,C2918,Witness Statement,Seat word heart,D1159,2022-05-31
E3836,C2639,CCTV,Allow product exactly,D1066,2024-03-16
E3837,C2239,Weapon,All relate nature local,D1045,2022-12-17
E3838,C1211,DNA,Bit adult course third boy these,D1186,2024-05-25
E3839,C1999,CCTV,Discussion cover everybody east next,D1018,2024-07-10
E3840,C1259,Document,Character option individual prepare,D1015,2023-08-21
E3841,C1376,CCTV,Week seek international,D1051,2023-03-13
E3842,C2820,Document,Human win but what,D1033,2024-02-13
E3843,C2036,Fingerprints,Recently each walk world three,D1110,2022-11-03
E3844,C2887,Fingerprints,Government certain everyone then dog,D1181,2024-07-06
E3845,C2455,Weapon,Point fill guess,D1072,2024-12-18
E3846,C2255,DNA,Customer remain administration fear stop race,D1140,2024-01-17
E3847,C2807,Weapon,Morning thus any,D1058,2022-06-08
E3848,C1847,Witness Statement,Reveal under she think involve,D1098,2024-05-11
E3849,C2994,Fingerprints,Inside arm remember number wall pressure,D1194,2022-10-05
E3850,C2023,Document,Chance really give between,D1109,2022-05-04
E3851,C1145,Fingerprints,Man similar professor,D1153,2023-06-21
E3852,C2118,Document,Best enough material front live,D1128,2025-02-08
E3853,C2340,CCTV,Pull although store party student,D1148,2024-06-21
E3854,C1861,Document,Stock political design start television address,D1147,2023-08-29
E3855,C1284,DNA,Most few available,D1024,2024-09-30
E3856,C2284,CCTV,Republican difficult work rest long point,D1059,2024-12-05
E3857,C2492,CCTV,Foreign provide how,D1079,2023-08-28
E3858,C2033,Weapon,Second method party international south cover,D1113,2023-06-13
E3859,C1270,CCTV,Pretty I direction smile,D1034,2023-03-02
E3860,C2821,Weapon,Center cause support defense cold manage,D1036,2024-03-27
E3861,C1218,CCTV,Task service represent,D1012,2023-09-10
E3862,C1884,Document,Store home story serve believe,D1031,2023-07-05
E3863,C2401,Weapon,Why from coach network blood,D1077,2023-04-07
E3864,C1947,Weapon,Difficult manager professor certainly table,D1189,2022-06-20
E3865,C1448,CCTV,Film purpose difference,D1045,2023-05-18
E3866,C1906,Weapon,Ball leave woman organization not rich them,D1037,2023-01-15
E3867,C1277,Fingerprints,Few sport analysis specific,D1140,2022-08-23
E3868,C2065,Document,Third change eye,D1089,2022-10-06
E3869,C2958,Fingerprints,Loss set cost,D1158,2023-04-03
E3870,C1247,Witness Statement,Material often dream need,D1006,2023-05-28
E3871,C1560,Witness Statement,Occur able record,D1001,2024-12-19
E3872,C1079,Weapon,Another responsibility happen goal hot exactly,D1167,2024-09-27
E3873,C1282,Weapon,Lot response provide million it create,D1013,2022-10-06
E3874,C1041,Document,Dream them never,D1001,2022-11-05
E3875,C1218,CCTV,Recognize word daughter,D1127,2023-09-07
E3876,C2756,CCTV,Very officer hard loss family include,D1100,2023-12-17
E3877,C1311,DNA,Food information seat at,D1132,2024-05-23
E3878,C2174,CCTV,Soldier both fact store amount,D1127,2025-01-21
E3879,C2988,DNA,Face level me,D1076,2023-05-19
E3880,C2770,Weapon,Effect down everything agent his,D1194,2025-02-09
E3881,C1912,Document,Available help official third take,D1136,2022-10-23
